001000 1111111 00000000 X XXXXXX 00000000 0 0000000 00000000 0 0000000 00000000 00 0 ns
001000 1111111 00000000 X 001000 00000000 0 0000000 00000000 1 0000000 00000000 00 0 ns
001000 1111111 00000000 X 001001 00000000 0 0000000 00000000 1 0000000 00000000 00 0 ns
001000 1111111 00000000 1 001001 00000000 0 0000000 00000000 1 0000000 00000000 00 1 ns
001000 1111111 00000000 1 001000 00000000 0 0000000 00000000 1 0000000 00000000 00 1 ns
001000 1111111 00000000 1 001000 09000000 0 0000000 00000000 1 0000000 00000000 00 1001 ns
001000 1111111 00000000 1 001001 09000000 0 0000000 00000000 1 0000000 00000000 00 9002 ns
001001 1111111 00000000 1 001001 09000000 0 0000000 00000000 1 0000000 00000000 00 10000 ns
001001 1111111 00000000 1 001010 09000000 0 0000000 00000000 1 0000000 00000000 00 10000 ns
001001 1111111 00000000 1 001010 04000008 0 0000000 00000000 1 0000000 00000000 00 10001 ns
001001 1111111 00000000 1 001010 04000008 0 0000000 00000000 1 0000000 00000000 08 10001 ns
001010 1111111 00000000 1 001010 04000008 0 0000000 00000000 1 0000000 00000000 08 11000 ns
001010 1111111 00000000 1 001011 04000008 0 0000000 00000000 1 0000000 00000000 08 11000 ns
001010 1111111 00000000 1 001011 06000033 0 0000000 00000000 1 0000000 00000000 08 11001 ns
001010 1111111 00000000 1 001011 06000033 1 1111111 0000000B 1 0000000 00000000 08 11001 ns
001010 1111111 00000000 1 110011 06000033 1 1111111 0000000B 1 0000000 00000000 08 11001 ns
110011 1111110 00000000 1 110011 06000033 1 1111111 0000000B 1 0000000 00000000 08 12000 ns
110011 1111110 00000000 1 110011 06000033 1 1111110 00000034 1 1111111 00000000 08 12000 ns
110011 1111110 00000000 1 110011 05012000 1 1111110 00000034 1 1111111 00000000 08 12001 ns
110011 1111110 00000000 1 110011 05012000 0 0000000 00000000 1 1111111 00000000 08 12001 ns
110011 1111110 00000000 1 110100 05012000 0 0000000 00000000 1 1111111 00000000 08 12001 ns
110100 1111110 00000002 1 110100 05012000 0 0000000 00000000 1 1111111 00000000 08 13000 ns
110100 1111110 00000002 1 110101 05012000 0 0000000 00000000 1 1111111 00000000 08 13000 ns
110100 1111110 00000002 1 110101 03000033 0 0000000 00000000 1 1111111 0000000B 08 13001 ns
110100 1111110 00000002 1 110011 03000033 0 0000000 00000000 1 1111111 0000000B 08 13001 ns
110011 1111110 00000002 1 110011 03000033 0 0000000 00000000 1 1111111 0000000B 08 14000 ns
110011 1111110 00000002 1 110011 05012000 0 0000000 00000000 1 1111111 0000000B 08 14001 ns
110011 1111110 00000002 1 110100 05012000 0 0000000 00000000 1 1111111 0000000B 08 14001 ns
110100 1111110 00000002 1 110100 05012000 0 0000000 00000000 1 1111111 0000000B 08 15000 ns
110100 1111110 00000002 1 110101 05012000 0 0000000 00000000 1 1111111 0000000B 08 15000 ns
110100 1111110 00000002 1 110101 03000033 0 0000000 00000000 1 1111111 0000000B 08 15001 ns
110100 1111110 00000002 1 110011 03000033 0 0000000 00000000 1 1111111 0000000B 08 15001 ns
110011 1111110 00000002 1 110011 03000033 0 0000000 00000000 1 1111111 0000000B 08 16000 ns
110011 1111110 00000002 1 110011 05012000 0 0000000 00000000 1 1111111 0000000B 08 16001 ns
110011 1111110 00000002 1 110100 05012000 0 0000000 00000000 1 1111111 0000000B 08 16001 ns
